customer_id,company_name,business_type,industry_segment,city,state,tier,acquisition_channel,account_manager_id,onboarding_date,kyc_status,segment_label,is_active,created_at,updated_at
VP_C_00000017,"Yogi, Chauhan and Gera",SME,Tech_Startup,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0001,2025-02-15,VERIFIED,Gold,True,2025-02-15 13:00:00,2026-03-09
VP_C_00000018,"Zacharia, Pai and Dutta",SME,Travel_Hospitality,Kolkata,West Bengal,T1,Field_Sales,CSM_0032,2023-10-15,VERIFIED,Silver,False,2023-10-15 08:00:00,2026-02-20
VP_C_00000019,Dugar and Sons,SME,Education_EdTech,Patna,Bihar,T3,Partner_Referral,CSM_0084,2024-11-27,VERIFIED,,False,2024-11-27 08:00:00,2026-02-08
VP_C_00000020,"Jhaveri, Rajan and Talwar",SME,Food_Beverage,Meerut,Uttar Pradesh,T3,Event,CSM_0078,2025-08-01,VERIFIED,,True,2025-08-01 15:00:00,2026-02-26
VP_C_00000021,"Joshi, Ray and Radhakrishnan",Enterprise,Retail_Fashion,Mumbai,Maharashtra,T1,Digital_Organic,CSM_0017,2024-12-27,VERIFIED,Silver,False,2024-12-27 13:00:00,2026-03-24
VP_C_00000022,Cheema Ltd,SME,Manufacturing_SME,Agra,Uttar Pradesh,T3,Digital_Organic,,2024-01-02,VERIFIED,,True,2024-01-02 09:00:00,2026-02-10
VP_C_00000023,Mahajan Ltd,SME,Financial_Services,Ahmedabad,Gujarat,T1,Agency,CSM_0003,2023-07-16,VERIFIED,Gold,True,2023-07-16 14:00:00,2026-01-15
VP_C_00000024,Mistry LLC,SME,Travel_Hospitality,Nashik,Maharashtra,T3,Inside_Sales,CSM_0080,2023-04-03,VERIFIED,,False,2023-04-03 15:00:00,2026-02-26
VP_C_00000025,"Divan, Varkey and Ravel",SME,Retail_Electronics,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0075,2025-04-15,VERIFIED,,False,2025-04-15 12:00:00,2026-01-06
VP_C_00000026,Tara-Merchant,Startup,Travel_Hospitality,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0054,2024-09-20,VERIFIED,Silver,True,2024-09-20 16:00:00,2026-01-02
VP_C_00000027,Dhillon Group,SME,Media_Entertainment,Kolkata,West Bengal,T1,Field_Sales,CSM_0015,2024-10-02,VERIFIED,Silver,True,2024-10-02 14:00:00,2026-01-26
VP_C_00000028,Dixit PLC,SME,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Inside_Sales,CSM_0050,2023-11-07,VERIFIED,Bronze,True,2023-11-07 18:00:00,2026-02-06
VP_C_00000029,Patil and Sons,Enterprise,Manufacturing_SME,Varanasi,Uttar Pradesh,T3,Agency,,2025-04-07,EXPIRED,,False,2025-04-07 15:00:00,2026-03-17
VP_C_00000030,Sethi-Srinivasan,SME,Education_EdTech,Jaipur,Rajasthan,T2,Partner_Referral,CSM_0044,2025-01-05,VERIFIED,Bronze,True,2025-01-05 11:00:00,2026-01-28
VP_C_00000031,"Parsa, Nanda and Dalal",Enterprise,Manufacturing_SME,Mumbai,Maharashtra,T1,Inside_Sales,CSM_0040,2023-08-15,VERIFIED,Bronze,True,2023-08-15 13:00:00,2026-02-16
VP_C_00000032,Balan Group,SME,Education_EdTech,Pune,Maharashtra,T1,Digital_Organic,CSM_0006,2023-08-28,VERIFIED,Bronze,True,2023-08-28 16:00:00,2026-02-26
VP_C_00000033,Chad Inc,SME,Healthcare_Pharmacy,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0041,2025-09-30,VERIFIED,Silver,True,2025-09-30 09:00:00,2026-03-18
VP_C_00000034,Dass and Sons,Freelancer,Healthcare_Pharmacy,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0064,2024-05-20,VERIFIED,Silver,False,2024-05-20 16:00:00,2026-01-24
VP_C_00000035,Chanda-Deshpande,Freelancer,Financial_Services,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0061,2025-09-17,VERIFIED,Bronze,True,2025-09-17 10:00:00,2026-03-11
VP_C_00000036,Comar Ltd,Startup,Financial_Services,Chennai,Tamil Nadu,T1,Partner_Referral,CSM_0014,2024-01-07,VERIFIED,Gold,False,2024-01-07 09:00:00,2026-01-27
VP_C_00000037,"Pai, Kuruvilla and Pillai",SME,Professional_Services,Ahmedabad,Gujarat,T1,Inside_Sales,CSM_0020,2023-02-07,VERIFIED,Silver,True,2023-02-07 15:00:00,2026-01-27
VP_C_00000038,Sengupta Ltd,SME,Professional_Services,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0045,2023-10-15,EXPIRED,Bronze,False,2023-10-15 15:00:00,2026-03-18
VP_C_00000039,Nagi PLC,Enterprise,Travel_Hospitality,Hyderabad,Telangana,T1,Field_Sales,CSM_0017,2024-05-19,VERIFIED,Bronze,False,2024-05-19 12:00:00,2026-03-17
VP_C_00000040,Chakraborty PLC,SME,Manufacturing_SME,Bengaluru,Karnataka,T1,Inbound_Web,CSM_0016,2025-07-15,VERIFIED,Bronze,True,2025-07-15 16:00:00,2026-02-21
VP_C_00000041,Pau Inc,SME,Logistics_Transport,Nagpur,Maharashtra,T2,Field_Sales,CSM_0054,2024-12-21,VERIFIED,Silver,True,2024-12-21 15:00:00,2026-01-19
VP_C_00000042,Sachdev-Kaul,SME,Manufacturing_SME,Hyderabad,Telangana,T1,Inside_Sales,CSM_0006,2024-12-24,VERIFIED,Gold,True,2024-12-24 12:00:00,2026-01-19
VP_C_00000043,Maharaj-Bajwa,SME,Auto_Dealership,Kanpur,Uttar Pradesh,T2,Agency,CSM_0054,2024-09-12,VERIFIED,Silver,True,2024-09-12 15:00:00,2026-03-19
VP_C_00000044,Sethi-Amble,Freelancer,Manufacturing_SME,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0046,2023-08-03,VERIFIED,Silver,True,2023-08-03 15:00:00,2026-02-11
VP_C_00000045,"Mahal, Bal and Kade",SME,Logistics_Transport,Meerut,Uttar Pradesh,T3,Inside_Sales,CSM_0074,2023-01-08,VERIFIED,,True,2023-01-08 17:00:00,2026-03-24
VP_C_00000046,Aggarwal-Dhar,Enterprise,Retail_Electronics,Jaipur,Rajasthan,T2,Field_Sales,CSM_0045,2023-07-20,VERIFIED,Bronze,True,2023-07-20 11:00:00,2026-02-12
VP_C_00000047,Nanda Group,SME,Travel_Hospitality,Delhi,Delhi,T1,Event,CSM_0030,2025-04-20,VERIFIED,Silver,True,2025-04-20 13:00:00,2026-01-19
VP_C_00000048,"Nigam, Sunder and Thaman",SME,Media_Entertainment,Coimbatore,Tamil Nadu,T2,Inbound_Web,CSM_0046,2024-10-15,VERIFIED,Silver,False,2024-10-15 17:00:00,2026-03-29
VP_C_00000049,Buch-Balakrishnan,SME,Tech_Startup,Agra,Uttar Pradesh,T3,Inside_Sales,,2024-02-10,VERIFIED,,True,2024-02-10 17:00:00,2026-03-22
VP_C_00000050,Dixit Group,SME,Construction_Real_Estate,Hyderabad,Telangana,T1,Digital_Organic,CSM_0001,2023-04-24,VERIFIED,Bronze,True,2023-04-24 18:00:00,2026-01-18
VP_C_00000051,"Pandit, Kashyap and Shah",Freelancer,Logistics_Transport,Nagpur,Maharashtra,T2,Partner_Referral,CSM_0068,2025-06-09,VERIFIED,Bronze,True,2025-06-09 18:00:00,2026-01-27
VP_C_00000052,Sachdeva-Ahluwalia,Startup,Auto_Dealership,Bengaluru,Karnataka,T1,Agency,CSM_0027,2023-10-12,VERIFIED,Silver,True,2023-10-12 13:00:00,2026-01-05
VP_C_00000053,Bhattacharyya LLC,Freelancer,Travel_Hospitality,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0083,2024-08-05,VERIFIED,,False,2024-08-05 18:00:00,2026-02-17
VP_C_00000054,"Sangha, Rajan and Khatri",Startup,Media_Entertainment,Surat,Gujarat,T2,Field_Sales,CSM_0070,2024-05-27,VERIFIED,Bronze,True,2024-05-27 16:00:00,2026-02-14
VP_C_00000055,Viswanathan and Sons,Enterprise,Education_EdTech,Nashik,Maharashtra,T3,Digital_Organic,CSM_0083,2024-05-20,VERIFIED,,True,2024-05-20 12:00:00,2026-01-28
VP_C_00000056,"Sani, Sabharwal and Wadhwa",Freelancer,Tech_Startup,Meerut,Uttar Pradesh,T3,Field_Sales,CSM_0075,2023-06-24,REJECTED,,False,2023-06-24 11:00:00,2026-03-26
VP_C_00000057,Kala and Sons,SME,Construction_Real_Estate,Kanpur,Uttar Pradesh,T2,Event,CSM_0043,2024-07-19,VERIFIED,Bronze,True,2024-07-19 16:00:00,2026-01-19
VP_C_00000058,Bhatti Inc,SME,Retail_Fashion,Varanasi,Uttar Pradesh,T3,Digital_Organic,CSM_0085,2023-07-18,VERIFIED,,True,2023-07-18 11:00:00,2026-03-10
VP_C_00000059,"Vaidya, Bora and Dugal",SME,Travel_Hospitality,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0027,2024-11-06,VERIFIED,Bronze,False,2024-11-06 13:00:00,2026-02-08
VP_C_00000060,Modi-Wali,SME,Retail_Electronics,Bengaluru,Karnataka,T1,Field_Sales,CSM_0035,2025-01-26,VERIFIED,Bronze,True,2025-01-26 14:00:00,2026-01-28
VP_C_00000061,"Balan, Puri and Ramachandran",SME,Construction_Real_Estate,Delhi,Delhi,T1,Partner_Referral,CSM_0029,2024-08-02,PENDING,Silver,True,2024-08-02 17:00:00,2026-01-20
VP_C_00000062,Sahota-Wable,SME,Retail_Fashion,Rajkot,Gujarat,T3,Inbound_Web,,2024-11-19,VERIFIED,,True,2024-11-19 17:00:00,2026-02-11
VP_C_00000063,"Natt, Gaba and Kapadia",Startup,Professional_Services,Kolkata,West Bengal,T1,Inbound_Web,CSM_0018,2024-11-29,VERIFIED,Bronze,True,2024-11-29 17:00:00,2026-02-18
VP_C_00000064,"Padmanabhan, Bains and Banerjee",SME,Auto_Dealership,Surat,Gujarat,T2,Inside_Sales,CSM_0050,2024-09-09,VERIFIED,Bronze,False,2024-09-09 15:00:00,2026-03-26
VP_C_00000065,Sastry-Nanda,SME,Retail_Grocery,Bengaluru,Karnataka,T1,Field_Sales,CSM_0031,2024-08-01,VERIFIED,Bronze,True,2024-08-01 09:00:00,2026-02-26
VP_C_00000066,Lal PLC,SME,Travel_Hospitality,Kolkata,West Bengal,T1,Inside_Sales,CSM_0030,2023-06-29,VERIFIED,Silver,False,2023-06-29 10:00:00,2026-02-25
VP_C_00000067,Banerjee-Chadha,SME,Healthcare_Pharmacy,Hyderabad,Telangana,T1,Event,CSM_0006,2023-03-08,VERIFIED,Gold,True,2023-03-08 13:00:00,2026-02-22
VP_C_00000068,Barad Group,Startup,Retail_Fashion,Nagpur,Maharashtra,T2,Digital_Organic,CSM_0059,2024-08-25,VERIFIED,Bronze,True,2024-08-25 10:00:00,2026-03-20
VP_C_00000069,Sachdev Inc,SME,Food_Beverage,Jaipur,Rajasthan,T2,Inbound_Web,,2023-05-12,VERIFIED,Silver,False,2023-05-12 08:00:00,2026-02-21
VP_C_00000070,"Sibal, Sami and Agrawal",NGO,Financial_Services,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0041,2025-02-02,PENDING,Bronze,True,2025-02-02 09:00:00,2026-02-24
VP_C_00000071,Sur-Rastogi,Startup,Construction_Real_Estate,Nashik,Maharashtra,T3,Digital_Organic,,2023-03-08,VERIFIED,,True,2023-03-08 17:00:00,2026-03-14
VP_C_00000072,"Dhar, Panchal and Rout",SME,Manufacturing_SME,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0044,2023-05-11,VERIFIED,Silver,True,2023-05-11 11:00:00,2026-01-11
VP_C_00000073,Lall Inc,SME,Education_EdTech,Pune,Maharashtra,T1,Inbound_Web,CSM_0033,2023-09-23,VERIFIED,Bronze,False,2023-09-23 08:00:00,2026-02-26
VP_C_00000074,Gupta Group,Startup,Construction_Real_Estate,Kanpur,Uttar Pradesh,T2,Partner_Referral,CSM_0059,2025-08-13,VERIFIED,Silver,True,2025-08-13 14:00:00,2026-03-13
VP_C_00000075,"Gole, Buch and Banik",Startup,Retail_Fashion,Kanpur,Uttar Pradesh,T2,Agency,CSM_0050,2024-08-06,VERIFIED,Silver,True,2024-08-06 12:00:00,2026-02-08
VP_C_00000076,"Bhattacharyya, Bakshi and Ravel",Startup,Auto_Dealership,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0010,2025-05-26,VERIFIED,Bronze,True,2025-05-26 14:00:00,2026-01-27
VP_C_00000077,"Chandra, Mukherjee and Ben",Startup,Retail_Fashion,Rajkot,Gujarat,T3,Inbound_Web,,2023-08-22,VERIFIED,,True,2023-08-22 18:00:00,2026-01-10
VP_C_00000078,Sharaf Group,SME,Retail_Grocery,Jaipur,Rajasthan,T2,Field_Sales,CSM_0049,2025-06-21,VERIFIED,Silver,True,2025-06-21 17:00:00,2026-03-29
VP_C_00000079,Borra LLC,SME,Financial_Services,Rajkot,Gujarat,T3,Inside_Sales,CSM_0080,2024-06-19,VERIFIED,,True,2024-06-19 09:00:00,2026-01-23
VP_C_00000080,Kala and Sons,SME,Professional_Services,Nashik,Maharashtra,T3,Digital_Organic,,2025-01-16,PENDING,,True,2025-01-16 10:00:00,2026-01-22
VP_C_00000081,Bakshi-Toor,Startup,Media_Entertainment,Bengaluru,Karnataka,T1,Partner_Referral,CSM_0027,2025-03-12,VERIFIED,Bronze,True,2025-03-12 14:00:00,2026-03-24
VP_C_00000082,Basak Inc,Enterprise,Manufacturing_SME,Meerut,Uttar Pradesh,T3,Digital_Organic,CSM_0083,2023-10-08,VERIFIED,,True,2023-10-08 15:00:00,2026-01-01
VP_C_00000083,Mohanty-Chacko,SME,Travel_Hospitality,Nashik,Maharashtra,T3,Digital_Organic,,2023-07-16,VERIFIED,,False,2023-07-16 09:00:00,2026-02-15
VP_C_00000084,"Bains, Ganesan and Bhatia",SME,Travel_Hospitality,Pune,Maharashtra,T1,Inbound_Web,CSM_0008,2025-05-18,PENDING,Gold,False,2025-05-18 17:00:00,2026-03-26
VP_C_00000085,Goel LLC,SME,Financial_Services,Agra,Uttar Pradesh,T3,Inside_Sales,,2024-11-25,VERIFIED,,False,2024-11-25 09:00:00,2026-03-23
VP_C_00000086,Lanka-Parsa,SME,Manufacturing_SME,Kolkata,West Bengal,T1,Inbound_Web,CSM_0022,2023-01-24,VERIFIED,Bronze,False,2023-01-24 17:00:00,2026-02-17
VP_C_00000087,Tara Ltd,Startup,Construction_Real_Estate,Pune,Maharashtra,T1,Event,CSM_0028,2025-09-20,PENDING,Gold,True,2025-09-20 14:00:00,2026-03-16
VP_C_00000088,Nigam-Deol,Enterprise,Retail_Grocery,Coimbatore,Tamil Nadu,T2,Partner_Referral,CSM_0060,2024-12-10,VERIFIED,Silver,False,2024-12-10 17:00:00,2026-03-02
VP_C_00000089,"Rattan, Bhatia and Lala",Startup,Logistics_Transport,Nagpur,Maharashtra,T2,Inbound_Web,CSM_0052,2024-11-25,VERIFIED,Silver,False,2024-11-25 17:00:00,2026-02-03
VP_C_00000090,"Som, Khurana and Kalla",SME,Auto_Dealership,Jaipur,Rajasthan,T2,Inside_Sales,CSM_0049,2024-06-29,VERIFIED,Bronze,False,2024-06-29 11:00:00,2026-01-05
VP_C_00000091,Sethi and Sons,SME,Retail_Grocery,Nashik,Maharashtra,T3,Agency,,2024-09-21,VERIFIED,,True,2024-09-21 11:00:00,2026-01-25
VP_C_00000092,Krishna and Sons,Startup,Food_Beverage,Agra,Uttar Pradesh,T3,Digital_Organic,,2023-09-16,VERIFIED,,False,2023-09-16 13:00:00,2026-01-06
VP_C_00000093,"Bir, Andra and Deep",Startup,Tech_Startup,Kolkata,West Bengal,T1,Inbound_Web,CSM_0026,2024-11-28,VERIFIED,Gold,True,2024-11-28 11:00:00,2026-02-06
VP_C_00000094,Saraf-Barad,Enterprise,Construction_Real_Estate,Rajkot,Gujarat,T3,Freemium_Upgrade,CSM_0079,2024-07-27,VERIFIED,,False,2024-07-27 18:00:00,2026-03-09
VP_C_00000095,Yohannan-Kohli,Startup,Food_Beverage,Lucknow,Uttar Pradesh,T2,Partner_Referral,CSM_0061,2025-06-23,VERIFIED,Bronze,False,2025-06-23 08:00:00,2026-02-07
VP_C_00000096,"Chana, Choudhary and Bora",SME,Retail_Grocery,Delhi,Delhi,T1,Inbound_Web,CSM_0006,2024-04-09,VERIFIED,Gold,False,2024-04-09 11:00:00,2026-01-25
VP_C_00000097,Muni-Pandya,SME,Healthcare_Pharmacy,Kolkata,West Bengal,T1,Digital_Organic,CSM_0008,2023-01-03,VERIFIED,Bronze,True,2023-01-03 18:00:00,2026-02-27
VP_C_00000098,Bassi-Singh,SME,Logistics_Transport,Delhi,Delhi,T1,Inside_Sales,CSM_0007,2025-08-18,VERIFIED,,True,2025-08-18 09:00:00,2026-01-11
VP_C_00000099,Tara-Sarkar,SME,Healthcare_Pharmacy,Lucknow,Uttar Pradesh,T2,Field_Sales,CSM_0060,2024-03-13,VERIFIED,Bronze,False,2024-03-13 11:00:00,2026-02-03
VP_C_00000100,Shankar Group,SME,Food_Beverage,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0047,2024-10-18,VERIFIED,Bronze,True,2024-10-18 16:00:00,2026-03-26
VP_C_00000101,Patla PLC,SME,Manufacturing_SME,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0043,2024-11-20,VERIFIED,Silver,True,2024-11-20 15:00:00,2026-02-22
VP_C_00000102,Mani-Puri,Enterprise,Food_Beverage,Bengaluru,Karnataka,T1,Inside_Sales,CSM_0034,2025-08-23,VERIFIED,Silver,True,2025-08-23 16:00:00,2026-03-13
VP_C_00000103,Rajan-Srinivas,SME,Retail_Electronics,Ahmedabad,Gujarat,T1,Agency,CSM_0010,2024-10-27,VERIFIED,Bronze,False,2024-10-27 11:00:00,2026-02-27
VP_C_00000104,Krish PLC,SME,Professional_Services,Varanasi,Uttar Pradesh,T3,Inside_Sales,,2023-02-23,VERIFIED,,False,2023-02-23 08:00:00,2026-03-23
VP_C_00000105,"Gaba, Mannan and Dube",Freelancer,Construction_Real_Estate,Lucknow,Uttar Pradesh,T2,Partner_Referral,,2025-05-24,VERIFIED,Silver,False,2025-05-24 13:00:00,2026-02-07
VP_C_00000106,Nazareth PLC,SME,Financial_Services,Ahmedabad,Gujarat,T1,Partner_Referral,CSM_0028,2025-08-19,VERIFIED,Bronze,False,2025-08-19 18:00:00,2026-01-18
VP_C_00000107,"Warrior, Mannan and Saraf",SME,Education_EdTech,Nashik,Maharashtra,T3,Partner_Referral,,2023-11-27,REJECTED,,True,2023-11-27 14:00:00,2026-01-05
VP_C_00000108,Chawla PLC,Startup,Retail_Electronics,Bhopal,Madhya Pradesh,T2,Digital_Organic,CSM_0062,2024-03-18,VERIFIED,Silver,True,2024-03-18 16:00:00,2026-01-26
VP_C_00000109,Pandya-Chahal,SME,Retail_Grocery,Nagpur,Maharashtra,T2,Partner_Referral,CSM_0050,2025-05-14,VERIFIED,Bronze,False,2025-05-14 10:00:00,2026-03-17
VP_C_00000110,Sunder-Mand,SME,Retail_Fashion,Nashik,Maharashtra,T3,Digital_Organic,,2024-02-21,VERIFIED,,False,2024-02-21 16:00:00,2026-02-22
VP_C_00000111,"Chada, Barman and Krishnamurthy",SME,Healthcare_Pharmacy,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0066,2023-10-08,VERIFIED,Silver,False,2023-10-08 15:00:00,2026-03-12
VP_C_00000112,Bajaj-Tailor,SME,Tech_Startup,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0012,2023-05-05,EXPIRED,Gold,False,2023-05-05 13:00:00,2026-03-31
VP_C_00000113,"Bala, Madan and Deshpande",Freelancer,Retail_Electronics,Jaipur,Rajasthan,T2,Partner_Referral,CSM_0057,2024-11-27,VERIFIED,Bronze,True,2024-11-27 11:00:00,2026-02-03
VP_C_00000114,Nadig-Narain,Startup,Auto_Dealership,Chennai,Tamil Nadu,T1,Inside_Sales,CSM_0034,2024-06-14,VERIFIED,Silver,True,2024-06-14 11:00:00,2026-02-11
VP_C_00000115,Bath-Gill,Enterprise,Logistics_Transport,Kolkata,West Bengal,T1,Freemium_Upgrade,CSM_0018,2024-04-22,VERIFIED,Silver,True,2024-04-22 13:00:00,2026-01-06
VP_C_00000116,Kala and Sons,Startup,Healthcare_Pharmacy,Agra,Uttar Pradesh,T3,Partner_Referral,,2024-05-22,VERIFIED,,True,2024-05-22 13:00:00,2026-01-22
VP_C_00000117,"Seth, Hans and Sankaran",Startup,Retail_Electronics,Agra,Uttar Pradesh,T3,Inside_Sales,,2024-01-06,VERIFIED,,True,2024-01-06 10:00:00,2026-03-21
VP_C_00000118,"Sundaram, Chand and Palla",SME,Manufacturing_SME,Jaipur,Rajasthan,T2,Partner_Referral,,2024-06-13,VERIFIED,Silver,False,2024-06-13 14:00:00,2026-02-03
VP_C_00000119,Rastogi Group,Startup,Travel_Hospitality,Varanasi,Uttar Pradesh,T3,Agency,,2025-02-16,VERIFIED,,False,2025-02-16 10:00:00,2026-01-07
VP_C_00000120,Sehgal-Bhatnagar,SME,Media_Entertainment,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0065,2023-02-14,VERIFIED,Bronze,False,2023-02-14 08:00:00,2026-03-30
VP_C_00000121,Srivastava-Dara,Startup,Construction_Real_Estate,Varanasi,Uttar Pradesh,T3,Inbound_Web,,2025-06-24,VERIFIED,,True,2025-06-24 10:00:00,2026-03-26
VP_C_00000122,"Barad, Tella and Uppal",Startup,Construction_Real_Estate,Nagpur,Maharashtra,T2,Partner_Referral,CSM_0067,2025-01-08,VERIFIED,Silver,True,2025-01-08 17:00:00,2026-02-05
VP_C_00000123,Kohli Inc,SME,Education_EdTech,Kanpur,Uttar Pradesh,T2,Inside_Sales,,2023-08-18,VERIFIED,Silver,True,2023-08-18 18:00:00,2026-01-22
VP_C_00000124,"Choudhary, Shah and Saha",SME,Food_Beverage,Kolkata,West Bengal,T1,Field_Sales,CSM_0003,2023-02-18,VERIFIED,Silver,True,2023-02-18 12:00:00,2026-03-22
VP_C_00000125,Sami Ltd,SME,Construction_Real_Estate,Chennai,Tamil Nadu,T1,Digital_Organic,CSM_0012,2023-10-12,VERIFIED,Gold,True,2023-10-12 16:00:00,2026-02-26
VP_C_00000126,Mall-Shenoy,SME,Food_Beverage,Patna,Bihar,T3,Digital_Organic,,2025-07-29,VERIFIED,,True,2025-07-29 15:00:00,2026-03-03
VP_C_00000127,"Hora, Badal and Pal",Startup,Retail_Electronics,Bhopal,Madhya Pradesh,T2,Field_Sales,CSM_0052,2024-03-06,VERIFIED,Bronze,True,2024-03-06 12:00:00,2026-02-05
VP_C_00000128,"Garde, Purohit and Raghavan",Startup,Retail_Grocery,Bengaluru,Karnataka,T1,Inbound_Web,CSM_0020,2024-06-29,VERIFIED,Gold,True,2024-06-29 15:00:00,2026-02-13
VP_C_00000129,Aurora Inc,SME,Media_Entertainment,Delhi,Delhi,T1,Agency,CSM_0013,2024-04-04,VERIFIED,Silver,True,2024-04-04 16:00:00,2026-01-17
VP_C_00000130,Kurian PLC,SME,Logistics_Transport,Hyderabad,Telangana,T1,Inbound_Web,CSM_0018,2023-11-20,VERIFIED,Silver,True,2023-11-20 09:00:00,2026-01-30
VP_C_00000131,"Sundaram, Gill and Vaidya",SME,Retail_Grocery,Chennai,Tamil Nadu,T1,Inbound_Web,CSM_0006,2023-01-06,VERIFIED,Bronze,False,2023-01-06 09:00:00,2026-03-12
VP_C_00000132,Thaman-Kadakia,SME,Construction_Real_Estate,Nashik,Maharashtra,T3,Field_Sales,CSM_0076,2024-02-06,VERIFIED,,False,2024-02-06 10:00:00,2026-01-05
VP_C_00000133,Tara Inc,SME,Healthcare_Pharmacy,Pune,Maharashtra,T1,Inside_Sales,CSM_0016,2023-07-19,VERIFIED,Silver,True,2023-07-19 16:00:00,2026-03-03
VP_C_00000134,"Doshi, Pant and Sampath",SME,Professional_Services,Rajkot,Gujarat,T3,Field_Sales,CSM_0074,2023-12-09,VERIFIED,,True,2023-12-09 10:00:00,2026-01-14
VP_C_00000135,Venkatesh-Tak,Freelancer,Education_EdTech,Indore,Madhya Pradesh,T2,Inbound_Web,CSM_0042,2023-03-25,VERIFIED,Bronze,True,2023-03-25 14:00:00,2026-01-07
