customer_id,company_name,business_type,industry_segment,city,state,tier,acquisition_channel,account_manager_id,onboarding_date,kyc_status,segment_label,is_active,created_at,updated_at,Recency,Frequency,Monetary,plan_type,renewal_count,discount_pct,is_churned
VP_C_00000022,Cheema Ltd,SME,Manufacturing_SME,Agra,Uttar Pradesh,T3,Digital_Organic,,2024-01-02,VERIFIED,,True,2024-01-02 09:00:00,2026-02-10,5,206,9583671.48,Enterprise,3,20,False
VP_C_00000023,Mahajan Ltd,SME,Financial_Services,Ahmedabad,Gujarat,T1,Agency,CSM_0003,2023-07-16,VERIFIED,Gold,True,2023-07-16 14:00:00,2026-01-15,4,975,37709244.28,Growth,33,20,False
VP_C_00000024,Mistry LLC,SME,Travel_Hospitality,Nashik,Maharashtra,T3,Inside_Sales,CSM_0080,2023-04-03,VERIFIED,,False,2023-04-03 15:00:00,2026-02-26,480,172,6551005.8,Enterprise,20,25,True
VP_C_00000025,"Divan, Varkey and Ravel",SME,Retail_Electronics,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0075,2025-04-15,VERIFIED,,False,2025-04-15 12:00:00,2026-01-06,212,31,1725974.01,Starter,4,15,True
VP_C_00000026,Tara-Merchant,Startup,Travel_Hospitality,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0054,2024-09-20,VERIFIED,Silver,True,2024-09-20 16:00:00,2026-01-02,4,335,4788582.46,Growth,2,25,False
VP_C_00000027,Dhillon Group,SME,Media_Entertainment,Kolkata,West Bengal,T1,Field_Sales,CSM_0015,2024-10-02,VERIFIED,Silver,True,2024-10-02 14:00:00,2026-01-26,5,508,17999676.34,Starter,2,5,False
VP_C_00000028,Dixit PLC,SME,Travel_Hospitality,Coimbatore,Tamil Nadu,T2,Inside_Sales,CSM_0050,2023-11-07,VERIFIED,Bronze,True,2023-11-07 18:00:00,2026-02-06,7,520,19052274.52,Growth,3,25,False
VP_C_00000029,Patil and Sons,Enterprise,Manufacturing_SME,Varanasi,Uttar Pradesh,T3,Agency,,2025-04-07,EXPIRED,,False,2025-04-07 15:00:00,2026-03-17,68,79,8970033.14,Growth,9,0,True
VP_C_00000030,Sethi-Srinivasan,SME,Education_EdTech,Jaipur,Rajasthan,T2,Partner_Referral,CSM_0044,2025-01-05,VERIFIED,Bronze,True,2025-01-05 11:00:00,2026-01-28,4,272,9468172.53,Growth,2,0,False
VP_C_00000031,"Parsa, Nanda and Dalal",Enterprise,Manufacturing_SME,Mumbai,Maharashtra,T1,Inside_Sales,CSM_0040,2023-08-15,VERIFIED,Bronze,True,2023-08-15 13:00:00,2026-02-16,6,950,117876857.18,Growth,3,0,False
VP_C_00000032,Balan Group,SME,Education_EdTech,Pune,Maharashtra,T1,Digital_Organic,CSM_0006,2023-08-28,VERIFIED,Bronze,True,2023-08-28 16:00:00,2026-02-26,4,922,33639674.4,Starter,3,25,False
VP_C_00000033,Chad Inc,SME,Healthcare_Pharmacy,Indore,Madhya Pradesh,T2,Inside_Sales,CSM_0041,2025-09-30,VERIFIED,Silver,True,2025-09-30 09:00:00,2026-03-18,5,118,4972291.68,Starter,7,25,False
VP_C_00000034,Dass and Sons,Freelancer,Healthcare_Pharmacy,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0064,2024-05-20,VERIFIED,Silver,False,2024-05-20 16:00:00,2026-01-24,631,24,301972.49,Enterprise,1,5,True
VP_C_00000035,Chanda-Deshpande,Freelancer,Financial_Services,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0061,2025-09-17,VERIFIED,Bronze,True,2025-09-17 10:00:00,2026-03-11,7,127,2177110.96,Starter,1,0,False
VP_C_00000036,Comar Ltd,Startup,Financial_Services,Chennai,Tamil Nadu,T1,Partner_Referral,CSM_0014,2024-01-07,VERIFIED,Gold,False,2024-01-07 09:00:00,2026-01-27,802,8,109547.54000000001,Starter,0,10,True
VP_C_00000037,"Pai, Kuruvilla and Pillai",SME,Professional_Services,Ahmedabad,Gujarat,T1,Inside_Sales,CSM_0020,2023-02-07,VERIFIED,Silver,True,2023-02-07 15:00:00,2026-01-27,4,1138,38421088.09,Growth,4,0,False
VP_C_00000038,Sengupta Ltd,SME,Professional_Services,Lucknow,Uttar Pradesh,T2,Inbound_Web,CSM_0045,2023-10-15,EXPIRED,Bronze,False,2023-10-15 15:00:00,2026-03-18,602,177,7174053.68,Growth,9,10,True
VP_C_00000039,Nagi PLC,Enterprise,Travel_Hospitality,Hyderabad,Telangana,T1,Field_Sales,CSM_0017,2024-05-19,VERIFIED,Bronze,False,2024-05-19 12:00:00,2026-03-17,646,21,2161384.54,Growth,1,5,True
VP_C_00000040,Chakraborty PLC,SME,Manufacturing_SME,Bengaluru,Karnataka,T1,Inbound_Web,CSM_0016,2025-07-15,VERIFIED,Bronze,True,2025-07-15 16:00:00,2026-02-21,4,252,8173648.87,Enterprise,9,0,False
VP_C_00000041,Pau Inc,SME,Logistics_Transport,Nagpur,Maharashtra,T2,Field_Sales,CSM_0054,2024-12-21,VERIFIED,Silver,True,2024-12-21 15:00:00,2026-01-19,4,299,10337622.25,Growth,16,15,False
VP_C_00000042,Sachdev-Kaul,SME,Manufacturing_SME,Hyderabad,Telangana,T1,Inside_Sales,CSM_0006,2024-12-24,VERIFIED,Gold,True,2024-12-24 12:00:00,2026-01-19,4,478,16518612.14,Enterprise,2,20,False
VP_C_00000043,Maharaj-Bajwa,SME,Auto_Dealership,Kanpur,Uttar Pradesh,T2,Agency,CSM_0054,2024-09-12,VERIFIED,Silver,True,2024-09-12 15:00:00,2026-03-19,5,336,11901633.35,Enterprise,0,0,True
VP_C_00000043,Maharaj-Bajwa,SME,Auto_Dealership,Kanpur,Uttar Pradesh,T2,Agency,CSM_0054,2024-09-12,VERIFIED,Silver,True,2024-09-12 15:00:00,2026-03-19,5,336,11901633.35,Enterprise,2,15,False
VP_C_00000044,Sethi-Amble,Freelancer,Manufacturing_SME,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0046,2023-08-03,VERIFIED,Silver,True,2023-08-03 15:00:00,2026-02-11,4,569,9983586.540000001,Starter,33,10,False
VP_C_00000045,"Mahal, Bal and Kade",SME,Logistics_Transport,Meerut,Uttar Pradesh,T3,Inside_Sales,CSM_0074,2023-01-08,VERIFIED,,True,2023-01-08 17:00:00,2026-03-24,5,289,10513532.06,Growth,4,0,False
VP_C_00000046,Aggarwal-Dhar,Enterprise,Retail_Electronics,Jaipur,Rajasthan,T2,Field_Sales,CSM_0045,2023-07-20,VERIFIED,Bronze,True,2023-07-20 11:00:00,2026-02-12,4,548,63886088.24,Growth,8,15,True
VP_C_00000046,Aggarwal-Dhar,Enterprise,Retail_Electronics,Jaipur,Rajasthan,T2,Field_Sales,CSM_0045,2023-07-20,VERIFIED,Bronze,True,2023-07-20 11:00:00,2026-02-12,4,548,63886088.24,Growth,3,20,False
VP_C_00000047,Nanda Group,SME,Travel_Hospitality,Delhi,Delhi,T1,Event,CSM_0030,2025-04-20,VERIFIED,Silver,True,2025-04-20 13:00:00,2026-01-19,4,365,15108148.379999999,Growth,1,10,False
VP_C_00000048,"Nigam, Sunder and Thaman",SME,Media_Entertainment,Coimbatore,Tamil Nadu,T2,Inbound_Web,CSM_0046,2024-10-15,VERIFIED,Silver,False,2024-10-15 17:00:00,2026-03-29,211,191,6676776.46,Growth,10,5,True
VP_C_00000049,Buch-Balakrishnan,SME,Tech_Startup,Agra,Uttar Pradesh,T3,Inside_Sales,,2024-02-10,VERIFIED,,True,2024-02-10 17:00:00,2026-03-22,4,184,6438059.48,Growth,26,0,False
VP_C_00000050,Dixit Group,SME,Construction_Real_Estate,Hyderabad,Telangana,T1,Digital_Organic,CSM_0001,2023-04-24,VERIFIED,Bronze,True,2023-04-24 18:00:00,2026-01-18,4,1096,41440832.31,Growth,3,0,False
VP_C_00000051,"Pandit, Kashyap and Shah",Freelancer,Logistics_Transport,Nagpur,Maharashtra,T2,Partner_Referral,CSM_0068,2025-06-09,VERIFIED,Bronze,True,2025-06-09 18:00:00,2026-01-27,4,173,2358015.19,Starter,1,0,False
VP_C_00000052,Sachdeva-Ahluwalia,Startup,Auto_Dealership,Bengaluru,Karnataka,T1,Agency,CSM_0027,2023-10-12,VERIFIED,Silver,True,2023-10-12 13:00:00,2026-01-05,4,863,12298018.73,Starter,3,25,False
VP_C_00000053,Bhattacharyya LLC,Freelancer,Travel_Hospitality,Agra,Uttar Pradesh,T3,Inside_Sales,CSM_0083,2024-08-05,VERIFIED,,False,2024-08-05 18:00:00,2026-02-17,436,33,391835.99,Growth,5,0,True
VP_C_00000054,"Sangha, Rajan and Khatri",Startup,Media_Entertainment,Surat,Gujarat,T2,Field_Sales,CSM_0070,2024-05-27,VERIFIED,Bronze,True,2024-05-27 16:00:00,2026-02-14,4,429,6830602.33,Enterprise,2,25,False
VP_C_00000055,Viswanathan and Sons,Enterprise,Education_EdTech,Nashik,Maharashtra,T3,Digital_Organic,CSM_0083,2024-05-20,VERIFIED,,True,2024-05-20 12:00:00,2026-01-28,5,170,19340042.16,Enterprise,2,0,False
VP_C_00000056,"Sani, Sabharwal and Wadhwa",Freelancer,Tech_Startup,Meerut,Uttar Pradesh,T3,Field_Sales,CSM_0075,2023-06-24,REJECTED,,False,2023-06-24 11:00:00,2026-03-26,997,6,70491.74,Starter,0,5,True
VP_C_00000057,Kala and Sons,SME,Construction_Real_Estate,Kanpur,Uttar Pradesh,T2,Event,CSM_0043,2024-07-19,VERIFIED,Bronze,True,2024-07-19 16:00:00,2026-01-19,4,349,13633451.11,Growth,21,0,False
VP_C_00000058,Bhatti Inc,SME,Retail_Fashion,Varanasi,Uttar Pradesh,T3,Digital_Organic,CSM_0085,2023-07-18,VERIFIED,,True,2023-07-18 11:00:00,2026-03-10,5,279,10783522.76,Enterprise,3,0,False
VP_C_00000059,"Vaidya, Bora and Dugal",SME,Travel_Hospitality,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0027,2024-11-06,VERIFIED,Bronze,False,2024-11-06 13:00:00,2026-02-08,378,105,4659655.86,Growth,4,5,True
VP_C_00000060,Modi-Wali,SME,Retail_Electronics,Bengaluru,Karnataka,T1,Field_Sales,CSM_0035,2025-01-26,VERIFIED,Bronze,True,2025-01-26 14:00:00,2026-01-28,5,463,16677570.64,Growth,2,15,False
VP_C_00000061,"Balan, Puri and Ramachandran",SME,Construction_Real_Estate,Delhi,Delhi,T1,Partner_Referral,CSM_0029,2024-08-02,PENDING,Silver,True,2024-08-02 17:00:00,2026-01-20,4,607,21737912.22,Starter,2,25,False
VP_C_00000062,Sahota-Wable,SME,Retail_Fashion,Rajkot,Gujarat,T3,Inbound_Web,,2024-11-19,VERIFIED,,True,2024-11-19 17:00:00,2026-02-11,20,126,3681060.83,Growth,2,0,False
VP_C_00000063,"Natt, Gaba and Kapadia",Startup,Professional_Services,Kolkata,West Bengal,T1,Inbound_Web,CSM_0018,2024-11-29,VERIFIED,Bronze,True,2024-11-29 17:00:00,2026-02-18,4,490,6951889.08,Growth,17,5,False
VP_C_00000064,"Padmanabhan, Bains and Banerjee",SME,Auto_Dealership,Surat,Gujarat,T2,Inside_Sales,CSM_0050,2024-09-09,VERIFIED,Bronze,False,2024-09-09 15:00:00,2026-03-26,521,9,622652.39,Starter,1,0,True
VP_C_00000065,Sastry-Nanda,SME,Retail_Grocery,Bengaluru,Karnataka,T1,Field_Sales,CSM_0031,2024-08-01,VERIFIED,Bronze,True,2024-08-01 09:00:00,2026-02-26,4,452,16045336.24,Growth,2,0,True
VP_C_00000065,Sastry-Nanda,SME,Retail_Grocery,Bengaluru,Karnataka,T1,Field_Sales,CSM_0031,2024-08-01,VERIFIED,Bronze,True,2024-08-01 09:00:00,2026-02-26,4,452,16045336.24,Starter,4,20,False
VP_C_00000066,Lal PLC,SME,Travel_Hospitality,Kolkata,West Bengal,T1,Inside_Sales,CSM_0030,2023-06-29,VERIFIED,Silver,False,2023-06-29 10:00:00,2026-02-25,629,372,12741623.25,Enterprise,1,0,True
VP_C_00000067,Banerjee-Chadha,SME,Healthcare_Pharmacy,Hyderabad,Telangana,T1,Event,CSM_0006,2023-03-08,VERIFIED,Gold,True,2023-03-08 13:00:00,2026-02-22,6,1073,35781498.1,Starter,4,25,False
VP_C_00000068,Barad Group,Startup,Retail_Fashion,Nagpur,Maharashtra,T2,Digital_Organic,CSM_0059,2024-08-25,VERIFIED,Bronze,True,2024-08-25 10:00:00,2026-03-20,5,335,4982070.06,Growth,13,0,True
VP_C_00000068,Barad Group,Startup,Retail_Fashion,Nagpur,Maharashtra,T2,Digital_Organic,CSM_0059,2024-08-25,VERIFIED,Bronze,True,2024-08-25 10:00:00,2026-03-20,5,335,4982070.06,Growth,1,10,False
VP_C_00000069,Sachdev Inc,SME,Food_Beverage,Jaipur,Rajasthan,T2,Inbound_Web,,2023-05-12,VERIFIED,Silver,False,2023-05-12 08:00:00,2026-02-21,774,177,5317899.46,Growth,9,15,True
VP_C_00000070,"Sibal, Sami and Agrawal",NGO,Financial_Services,Coimbatore,Tamil Nadu,T2,Digital_Organic,CSM_0041,2025-02-02,PENDING,Bronze,True,2025-02-02 09:00:00,2026-02-24,4,256,3747425.81,Growth,15,0,False
VP_C_00000071,Sur-Rastogi,Startup,Construction_Real_Estate,Nashik,Maharashtra,T3,Digital_Organic,,2023-03-08,VERIFIED,,True,2023-03-08 17:00:00,2026-03-14,5,303,4534872.59,Enterprise,4,20,False
VP_C_00000072,"Dhar, Panchal and Rout",SME,Manufacturing_SME,Kanpur,Uttar Pradesh,T2,Digital_Organic,CSM_0044,2023-05-11,VERIFIED,Silver,True,2023-05-11 11:00:00,2026-01-11,6,635,22983636.35,Starter,3,0,False
VP_C_00000073,Lall Inc,SME,Education_EdTech,Pune,Maharashtra,T1,Inbound_Web,CSM_0033,2023-09-23,VERIFIED,Bronze,False,2023-09-23 08:00:00,2026-02-26,850,69,2271789.92,Starter,2,0,True
VP_C_00000074,Gupta Group,Startup,Construction_Real_Estate,Kanpur,Uttar Pradesh,T2,Partner_Referral,CSM_0059,2025-08-13,VERIFIED,Silver,True,2025-08-13 14:00:00,2026-03-13,4,144,1829183.48,Starter,1,15,False
VP_C_00000075,"Gole, Buch and Banik",Startup,Retail_Fashion,Kanpur,Uttar Pradesh,T2,Agency,CSM_0050,2024-08-06,VERIFIED,Silver,True,2024-08-06 12:00:00,2026-02-08,4,393,6038534.25,Starter,21,0,False
VP_C_00000076,"Bhattacharyya, Bakshi and Ravel",Startup,Auto_Dealership,Ahmedabad,Gujarat,T1,Digital_Organic,CSM_0010,2025-05-26,VERIFIED,Bronze,True,2025-05-26 14:00:00,2026-01-27,5,343,5147572.12,Starter,1,15,False
VP_C_00000077,"Chandra, Mukherjee and Ben",Startup,Retail_Fashion,Rajkot,Gujarat,T3,Inbound_Web,,2023-08-22,VERIFIED,,True,2023-08-22 18:00:00,2026-01-10,5,258,3372821.48,Enterprise,3,5,False
VP_C_00000078,Sharaf Group,SME,Retail_Grocery,Jaipur,Rajasthan,T2,Field_Sales,CSM_0049,2025-06-21,VERIFIED,Silver,True,2025-06-21 17:00:00,2026-03-29,4,171,6057650.43,Growth,10,25,False
VP_C_00000079,Borra LLC,SME,Financial_Services,Rajkot,Gujarat,T3,Inside_Sales,CSM_0080,2024-06-19,VERIFIED,,True,2024-06-19 09:00:00,2026-01-23,10,174,6788197.83,Growth,2,15,False
VP_C_00000080,Kala and Sons,SME,Professional_Services,Nashik,Maharashtra,T3,Digital_Organic,,2025-01-16,PENDING,,True,2025-01-16 10:00:00,2026-01-22,8,101,3835585.06,Enterprise,2,0,False
VP_C_00000081,Bakshi-Toor,Startup,Media_Entertainment,Bengaluru,Karnataka,T1,Partner_Referral,CSM_0027,2025-03-12,VERIFIED,Bronze,True,2025-03-12 14:00:00,2026-03-24,5,373,6252965.85,Growth,2,10,False
VP_C_00000082,Basak Inc,Enterprise,Manufacturing_SME,Meerut,Uttar Pradesh,T3,Digital_Organic,CSM_0083,2023-10-08,VERIFIED,,True,2023-10-08 15:00:00,2026-01-01,6,230,22276153.54,Enterprise,3,0,False
VP_C_00000083,Mohanty-Chacko,SME,Travel_Hospitality,Nashik,Maharashtra,T3,Digital_Organic,,2023-07-16,VERIFIED,,False,2023-07-16 09:00:00,2026-02-15,815,47,1708214.27,Growth,5,10,True
VP_C_00000084,"Bains, Ganesan and Bhatia",SME,Travel_Hospitality,Pune,Maharashtra,T1,Inbound_Web,CSM_0008,2025-05-18,PENDING,Gold,False,2025-05-18 17:00:00,2026-03-26,182,145,4910303.79,Enterprise,4,15,True
VP_C_00000085,Goel LLC,SME,Financial_Services,Agra,Uttar Pradesh,T3,Inside_Sales,,2024-11-25,VERIFIED,,False,2024-11-25 09:00:00,2026-03-23,165,93,3919510.8,Enterprise,10,5,True
VP_C_00000086,Lanka-Parsa,SME,Manufacturing_SME,Kolkata,West Bengal,T1,Inbound_Web,CSM_0022,2023-01-24,VERIFIED,Bronze,False,2023-01-24 17:00:00,2026-02-17,1023,129,4161543.29,Growth,4,15,True
VP_C_00000087,Tara Ltd,Startup,Construction_Real_Estate,Pune,Maharashtra,T1,Event,CSM_0028,2025-09-20,PENDING,Gold,True,2025-09-20 14:00:00,2026-03-16,5,210,3757903.2199999997,Growth,1,5,False
VP_C_00000088,Nigam-Deol,Enterprise,Retail_Grocery,Coimbatore,Tamil Nadu,T2,Partner_Referral,CSM_0060,2024-12-10,VERIFIED,Silver,False,2024-12-10 17:00:00,2026-03-02,78,223,23896929.53,Growth,13,20,True
VP_C_00000089,"Rattan, Bhatia and Lala",Startup,Logistics_Transport,Nagpur,Maharashtra,T2,Inbound_Web,CSM_0052,2024-11-25,VERIFIED,Silver,False,2024-11-25 17:00:00,2026-02-03,23,305,4753563.88,Enterprise,15,15,True
VP_C_00000090,"Som, Khurana and Kalla",SME,Auto_Dealership,Jaipur,Rajasthan,T2,Inside_Sales,CSM_0049,2024-06-29,VERIFIED,Bronze,False,2024-06-29 11:00:00,2026-01-05,7,384,13837707.4,Growth,21,15,True
VP_C_00000091,Sethi and Sons,SME,Retail_Grocery,Nashik,Maharashtra,T3,Agency,,2024-09-21,VERIFIED,,True,2024-09-21 11:00:00,2026-01-25,10,149,5226148.2299999995,Growth,2,25,False
VP_C_00000092,Krishna and Sons,Startup,Food_Beverage,Agra,Uttar Pradesh,T3,Digital_Organic,,2023-09-16,VERIFIED,,False,2023-09-16 13:00:00,2026-01-06,923,2,42478.86,Growth,0,0,True
VP_C_00000093,"Bir, Andra and Deep",Startup,Tech_Startup,Kolkata,West Bengal,T1,Inbound_Web,CSM_0026,2024-11-28,VERIFIED,Gold,True,2024-11-28 11:00:00,2026-02-06,5,500,7567812.03,Starter,2,0,False
VP_C_00000094,Saraf-Barad,Enterprise,Construction_Real_Estate,Rajkot,Gujarat,T3,Freemium_Upgrade,CSM_0079,2024-07-27,VERIFIED,,False,2024-07-27 18:00:00,2026-03-09,204,113,12772867.9,Starter,13,0,True
VP_C_00000095,Yohannan-Kohli,Startup,Food_Beverage,Lucknow,Uttar Pradesh,T2,Partner_Referral,CSM_0061,2025-06-23,VERIFIED,Bronze,False,2025-06-23 08:00:00,2026-02-07,68,115,1430373.07,Enterprise,7,0,True
VP_C_00000096,"Chana, Choudhary and Bora",SME,Retail_Grocery,Delhi,Delhi,T1,Inbound_Web,CSM_0006,2024-04-09,VERIFIED,Gold,False,2024-04-09 11:00:00,2026-01-25,196,501,17250679.13,Starter,17,25,True
VP_C_00000097,Muni-Pandya,SME,Healthcare_Pharmacy,Kolkata,West Bengal,T1,Digital_Organic,CSM_0008,2023-01-03,VERIFIED,Bronze,True,2023-01-03 18:00:00,2026-02-27,4,1130,39740002.68,Starter,11,25,True
VP_C_00000097,Muni-Pandya,SME,Healthcare_Pharmacy,Kolkata,West Bengal,T1,Digital_Organic,CSM_0008,2023-01-03,VERIFIED,Bronze,True,2023-01-03 18:00:00,2026-02-27,4,1130,39740002.68,Starter,1,0,False
VP_C_00000098,Bassi-Singh,SME,Logistics_Transport,Delhi,Delhi,T1,Inside_Sales,CSM_0007,2025-08-18,VERIFIED,,True,2025-08-18 09:00:00,2026-01-11,4,238,8691986.74,Starter,8,0,False
VP_C_00000099,Tara-Sarkar,SME,Healthcare_Pharmacy,Lucknow,Uttar Pradesh,T2,Field_Sales,CSM_0060,2024-03-13,VERIFIED,Bronze,False,2024-03-13 11:00:00,2026-02-03,719,20,525024.75,Growth,1,0,True
VP_C_00000100,Shankar Group,SME,Food_Beverage,Nagpur,Maharashtra,T2,Inside_Sales,CSM_0047,2024-10-18,VERIFIED,Bronze,True,2024-10-18 16:00:00,2026-03-26,6,351,11467348.48,Growth,2,0,False
VP_C_00000101,Patla PLC,SME,Manufacturing_SME,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0043,2024-11-20,VERIFIED,Silver,True,2024-11-20 15:00:00,2026-02-22,4,231,9076176.27,Starter,5,10,True
VP_C_00000101,Patla PLC,SME,Manufacturing_SME,Jaipur,Rajasthan,T2,Inbound_Web,CSM_0043,2024-11-20,VERIFIED,Silver,True,2024-11-20 15:00:00,2026-02-22,4,231,9076176.27,Enterprise,4,10,False
VP_C_00000102,Mani-Puri,Enterprise,Food_Beverage,Bengaluru,Karnataka,T1,Inside_Sales,CSM_0034,2025-08-23,VERIFIED,Silver,True,2025-08-23 16:00:00,2026-03-13,4,244,34680422.68,Enterprise,8,15,False
VP_C_00000103,Rajan-Srinivas,SME,Retail_Electronics,Ahmedabad,Gujarat,T1,Agency,CSM_0010,2024-10-27,VERIFIED,Bronze,False,2024-10-27 11:00:00,2026-02-27,363,163,6795047.38,Growth,5,10,True
VP_C_00000104,Krish PLC,SME,Professional_Services,Varanasi,Uttar Pradesh,T3,Inside_Sales,,2023-02-23,VERIFIED,,False,2023-02-23 08:00:00,2026-03-23,1063,28,945344.99,Enterprise,2,0,True
VP_C_00000105,"Gaba, Mannan and Dube",Freelancer,Construction_Real_Estate,Lucknow,Uttar Pradesh,T2,Partner_Referral,,2025-05-24,VERIFIED,Silver,False,2025-05-24 13:00:00,2026-02-07,107,106,1641837.82,Starter,6,15,True
